Type,SKU,Name,Manage stock?,Stock,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Parent,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Regular price,Description,Short description,Categories
variation,dog-bell-collar-Brown-L,Dog Bell Collar - Brown - L,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Brown,,0.0,dog-bell-collar,Accessory size,L,,0.0,279.0,,,
variation,dog-bell-collar-Brown-M,Dog Bell Collar - Brown - M,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Brown,,0.0,dog-bell-collar,Accessory size,M,,0.0,279.0,,,
variation,dog-bell-collar-Brown-S,Dog Bell Collar - Brown - S,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Brown,,0.0,dog-bell-collar,Accessory size,S,,0.0,279.0,,,
variation,dog-bell-collar-Orange-L,Dog Bell Collar - Orange - L,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Orange,,0.0,dog-bell-collar,Accessory size,L,,0.0,279.0,,,
variation,dog-bell-collar-Orange-M,Dog Bell Collar - Orange - M,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Orange,,0.0,dog-bell-collar,Accessory size,M,,0.0,279.0,,,
variation,dog-bell-collar-Orange-S,Dog Bell Collar - Orange - S,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Orange,,0.0,dog-bell-collar,Accessory size,S,,0.0,279.0,,,
variation,dog-bell-collar-Red-L,Dog Bell Collar - Red - L,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Red,,0.0,dog-bell-collar,Accessory size,L,,0.0,279.0,,,
variation,dog-bell-collar-Red-M,Dog Bell Collar - Red - M,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Red,,0.0,dog-bell-collar,Accessory size,M,,0.0,279.0,,,
variation,dog-bell-collar-Red-S,Dog Bell Collar - Red - S,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Red,,0.0,dog-bell-collar,Accessory size,S,,0.0,279.0,,,
variation,dog-bell-collar-Yellow-L,Dog Bell Collar - Yellow - L,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Yellow,,0.0,dog-bell-collar,Accessory size,L,,0.0,279.0,,,
variation,dog-bell-collar-Yellow-M,Dog Bell Collar - Yellow - M,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Yellow,,0.0,dog-bell-collar,Accessory size,M,,0.0,279.0,,,
variation,dog-bell-collar-Yellow-S,Dog Bell Collar - Yellow - S,1,200.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_37_56_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_38_43_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_36_14_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_34_05_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/ChatGPT_Image_Feb_3_2026_12_35_04_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-bell-collar/Gemini_Generated_Image_p186txp186txp186.png",Color,Yellow,,0.0,dog-bell-collar,Accessory size,S,,0.0,279.0,,,
variable,dog-body-belt-harness,Dog Body Belt Harness,0,,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/unnamed_1.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/Dog_Body_Belt_Harness.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_02_39_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_04_40_PM_791dc96d-48ef-4b4c-815d-fb7eb03194fc.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_03_48_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_05_25_PM.png",Color,"Army, Black, Blue, Orange, Red",1.0,0.0,,Accessory size,"L, M, S, XL",1.0,0.0,,"<p>Our Dog Body Belt Harness combines durable, breathable fabric with adjustable straps to ensure a snug, chafe-free fit for dogs of all sizes. Whether you're strolling through the neighborhood or hitting the trails, this harness provides reliable control while letting your pup move naturally.</p><ul><li>Soft, padded chest panel reduces pressure and prevents rubbing.</li><li>Four-point adjustable system lets you customize fit around the neck, chest, and girth.</li><li>Reflective stitching enhances visibility during low‑light walks.</li><li>Quick‑release buckles make putting on and taking off a breeze.</li><li>Machine‑washable material keeps the harness fresh and ready for the next adventure.</li></ul>","Give your dog freedom and comfort with our Dog Body Belt Harness, designed for secure walks and playful adventures.",Dog Body Harness / Body Belt Harness
variation,dog-body-belt-harness-Army-L,Dog Body Belt Harness - Army - L,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/unnamed_1.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/Dog_Body_Belt_Harness.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_02_39_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_04_40_PM_791dc96d-48ef-4b4c-815d-fb7eb03194fc.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_03_48_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_05_25_PM.png",Color,Army,,0.0,dog-body-belt-harness,Accessory size,L,,0.0,449.0,,,
variation,dog-body-belt-harness-Army-M,Dog Body Belt Harness - Army - M,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/unnamed_1.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/Dog_Body_Belt_Harness.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_02_39_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_04_40_PM_791dc96d-48ef-4b4c-815d-fb7eb03194fc.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_03_48_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_05_25_PM.png",Color,Army,,0.0,dog-body-belt-harness,Accessory size,M,,0.0,410.0,,,
variation,dog-body-belt-harness-Army-S,Dog Body Belt Harness - Army - S,1,0.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/unnamed_1.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/Dog_Body_Belt_Harness.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_02_39_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_04_40_PM_791dc96d-48ef-4b4c-815d-fb7eb03194fc.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_03_48_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_05_25_PM.png",Color,Army,,0.0,dog-body-belt-harness,Accessory size,S,,0.0,400.0,,,
variation,dog-body-belt-harness-Army-XL,Dog Body Belt Harness - Army - XL,1,20.0,"https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/unnamed_1.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/Dog_Body_Belt_Harness.jpg,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_02_39_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_04_40_PM_791dc96d-48ef-4b4c-815d-fb7eb03194fc.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_03_48_PM.png,https://raw.githubusercontent.com/AdityaGupta832342/product-images/main/dog-body-belt-harness/ChatGPT_Image_Feb_3_2026_02_05_25_PM.png",Color,Army,,0.0,dog-body-belt-harness,Accessory size,XL,,0.0,499.0,,,
